INFO - main.py - 2024-04-10 14:27:43,251 - Using device: cpu
INFO - main.py - 2024-04-10 14:27:43,252 - Namespace(config='configs/cfg_V1.yml', data_path='../../../datasets/private/METABREST/T1W_Breast/video_data', seed=1234, exp='mcvd_V1', comment='', verbose='info', resume_training=False, test=False, feats_dir='/nas-ctm01/homes/pfsousa/MCVD/datasets', stats_dir='/nas-ctm01/homes/pfsousa/MCVD/datasets', stats_download=False, fast_fid=False, fid_batch_size=1000, no_pr=False, fid_num_samples=None, pr_nn_k=None, sample=False, image_folder='images', final_only=None, end_ckpt=None, freq=None, no_ema=False, ni=True, interact=False, video_gen=False, video_folder='videos', subsample=None, ckpt=None, config_mod=[], start_at=0, command='python main.py --config configs/cfg_V1.yml --data_path ../../../datasets/private/METABREST/T1W_Breast/video_data --exp mcvd_V1 --ni', log_path='mcvd_V1/logs')
INFO - main.py - 2024-04-10 14:27:43,253 - Writing log file to mcvd_V1/logs
INFO - main.py - 2024-04-10 14:27:43,253 - Exp instance id = 175484
INFO - main.py - 2024-04-10 14:27:43,253 - Exp comment = 
INFO - main.py - 2024-04-10 14:27:43,253 - Config =
INFO - main.py - 2024-04-10 14:27:43,259 - Args =
INFO - ncsn_runner.py - 2024-04-10 14:27:45,769 - Number of parameters: 27967710
INFO - ncsn_runner.py - 2024-04-10 14:27:45,770 - Number of trainable parameters: 27967710
INFO - ncsn_runner.py - 2024-04-10 14:27:45,772 - Running on CPU!
INFO - ncsn_runner.py - 2024-04-10 14:27:59,065 - elapsed: 0:00:13.069, train time: 0.0035, mem: 1.171GB, GPUmem: 0.000GB, step: 1, lr: 0.000000, grad: 9295.3301, loss: 61091.6914
INFO - ncsn_runner.py - 2024-04-10 14:41:35,539 - elapsed: 0:13:49.579, train time: 0.2101, mem: 1.517GB, GPUmem: 0.000GB, step: 100, lr: 0.000020, grad: 16528.5020, loss: 59540.2617
INFO - ncsn_runner.py - 2024-04-10 14:42:55,350 - elapsed: 0:15:09.390, train time: 0.2305, mem: 1.501GB, GPUmem: 0.000GB, step: 110, lr: 0.000022, grad: 13845.5645, loss: 60016.6953
INFO - ncsn_runner.py - 2024-04-10 14:44:15,545 - elapsed: 0:16:29.585, train time: 0.2510, mem: 1.517GB, GPUmem: 0.000GB, step: 120, lr: 0.000024, grad: 16332.3438, loss: 59158.0703
INFO - ncsn_runner.py - 2024-04-10 14:45:36,720 - elapsed: 0:17:50.698, train time: 0.2715, mem: 1.532GB, GPUmem: 0.000GB, step: 130, lr: 0.000026, grad: 16301.0449, loss: 58871.3594
INFO - ncsn_runner.py - 2024-04-10 14:46:54,247 - elapsed: 0:19:08.287, train time: 0.2913, mem: 1.519GB, GPUmem: 0.000GB, step: 140, lr: 0.000028, grad: 16234.0127, loss: 58495.1719
INFO - ncsn_runner.py - 2024-04-10 14:48:11,761 - elapsed: 0:20:25.801, train time: 0.3111, mem: 1.517GB, GPUmem: 0.000GB, step: 150, lr: 0.000030, grad: 16215.8359, loss: 58556.5391
INFO - ncsn_runner.py - 2024-04-10 14:49:45,318 - elapsed: 0:21:59.357, train time: 0.3345, mem: 1.529GB, GPUmem: 0.000GB, step: 160, lr: 0.000032, grad: 15991.0449, loss: 57471.4023
INFO - ncsn_runner.py - 2024-04-10 14:51:08,951 - elapsed: 0:23:22.991, train time: 0.3557, mem: 1.490GB, GPUmem: 0.000GB, step: 170, lr: 0.000034, grad: 15920.9395, loss: 57510.8398
INFO - ncsn_runner.py - 2024-04-10 14:52:33,420 - elapsed: 0:24:47.392, train time: 0.3771, mem: 1.514GB, GPUmem: 0.000GB, step: 180, lr: 0.000036, grad: 15795.1729, loss: 56473.9922
INFO - ncsn_runner.py - 2024-04-10 14:53:52,050 - elapsed: 0:26:06.090, train time: 0.3974, mem: 1.528GB, GPUmem: 0.000GB, step: 190, lr: 0.000038, grad: 15725.7197, loss: 56413.9648
INFO - ncsn_runner.py - 2024-04-10 14:55:09,648 - elapsed: 0:27:23.688, train time: 0.4171, mem: 1.564GB, GPUmem: 0.000GB, step: 200, lr: 0.000040, grad: 24276.0195, loss: 56075.1875
INFO - ncsn_runner.py - 2024-04-10 14:56:29,152 - elapsed: 0:28:43.193, train time: 0.4374, mem: 1.484GB, GPUmem: 0.000GB, step: 210, lr: 0.000042, grad: 20765.4785, loss: 55684.6719
INFO - ncsn_runner.py - 2024-04-10 14:57:48,155 - elapsed: 0:30:02.195, train time: 0.4575, mem: 1.532GB, GPUmem: 0.000GB, step: 220, lr: 0.000044, grad: 15197.9277, loss: 54412.9023
INFO - ncsn_runner.py - 2024-04-10 14:59:07,339 - elapsed: 0:31:21.379, train time: 0.4777, mem: 1.532GB, GPUmem: 0.000GB, step: 230, lr: 0.000046, grad: 15019.6494, loss: 53604.4648
INFO - ncsn_runner.py - 2024-04-10 15:00:35,648 - elapsed: 0:32:49.688, train time: 0.5000, mem: 1.532GB, GPUmem: 0.000GB, step: 240, lr: 0.000048, grad: 14842.9424, loss: 52885.7500
INFO - ncsn_runner.py - 2024-04-10 15:01:55,254 - elapsed: 0:34:09.295, train time: 0.5201, mem: 1.524GB, GPUmem: 0.000GB, step: 250, lr: 0.000050, grad: 14831.2266, loss: 52340.1094
INFO - ncsn_runner.py - 2024-04-10 15:01:59,159 - elapsed: 0:34:13.199, step: 250, mem: 1.541GB, GPUmem: 0.000GB, test_loss: 60821.0664
INFO - ncsn_runner.py - 2024-04-10 15:03:26,446 - elapsed: 0:35:40.485, train time: 0.5423, mem: 1.540GB, GPUmem: 0.000GB, step: 260, lr: 0.000052, grad: 14622.8516, loss: 51289.5898
INFO - ncsn_runner.py - 2024-04-10 15:04:44,766 - elapsed: 0:36:58.806, train time: 0.5625, mem: 1.529GB, GPUmem: 0.000GB, step: 270, lr: 0.000054, grad: 14448.6348, loss: 50206.9453
INFO - ncsn_runner.py - 2024-04-10 15:06:01,247 - elapsed: 0:38:15.287, train time: 0.5822, mem: 1.541GB, GPUmem: 0.000GB, step: 280, lr: 0.000056, grad: 14425.1865, loss: 49891.5156
INFO - ncsn_runner.py - 2024-04-10 15:07:20,356 - elapsed: 0:39:34.397, train time: 0.6024, mem: 1.526GB, GPUmem: 0.000GB, step: 290, lr: 0.000058, grad: 14038.7773, loss: 48654.8828
INFO - ncsn_runner.py - 2024-04-10 15:08:38,742 - elapsed: 0:40:52.782, train time: 0.6225, mem: 1.535GB, GPUmem: 0.000GB, step: 300, lr: 0.000060, grad: 14091.6855, loss: 47813.4141
INFO - ncsn_runner.py - 2024-04-10 15:09:56,036 - elapsed: 0:42:10.076, train time: 0.6420, mem: 1.533GB, GPUmem: 0.000GB, step: 310, lr: 0.000062, grad: 14623.6377, loss: 47083.7617
INFO - ncsn_runner.py - 2024-04-10 15:11:26,048 - elapsed: 0:43:40.088, train time: 0.6647, mem: 1.504GB, GPUmem: 0.000GB, step: 320, lr: 0.000064, grad: 13590.9824, loss: 46020.9766
INFO - ncsn_runner.py - 2024-04-10 15:12:53,441 - elapsed: 0:45:07.482, train time: 0.6870, mem: 1.519GB, GPUmem: 0.000GB, step: 330, lr: 0.000066, grad: 13983.0762, loss: 45437.6797
INFO - ncsn_runner.py - 2024-04-10 15:14:12,955 - elapsed: 0:46:26.995, train time: 0.7070, mem: 1.548GB, GPUmem: 0.000GB, step: 340, lr: 0.000068, grad: 28925.0078, loss: 45032.0273
INFO - ncsn_runner.py - 2024-04-10 15:15:32,150 - elapsed: 0:47:46.190, train time: 0.7275, mem: 1.532GB, GPUmem: 0.000GB, step: 350, lr: 0.000070, grad: 107603.5078, loss: 47158.5273
INFO - ncsn_runner.py - 2024-04-10 15:16:53,662 - elapsed: 0:49:07.703, train time: 0.7484, mem: 1.528GB, GPUmem: 0.000GB, step: 360, lr: 0.000072, grad: 60684.2539, loss: 58406.7148
INFO - ncsn_runner.py - 2024-04-10 15:18:13,250 - elapsed: 0:50:27.291, train time: 0.7688, mem: 1.484GB, GPUmem: 0.000GB, step: 370, lr: 0.000074, grad: 13997.0947, loss: 41730.5234
INFO - ncsn_runner.py - 2024-04-10 15:19:31,257 - elapsed: 0:51:45.297, train time: 0.7889, mem: 1.525GB, GPUmem: 0.000GB, step: 380, lr: 0.000076, grad: 39650.3672, loss: 41985.0547
INFO - ncsn_runner.py - 2024-04-10 15:20:48,040 - elapsed: 0:53:02.081, train time: 0.8085, mem: 1.501GB, GPUmem: 0.000GB, step: 390, lr: 0.000078, grad: 13278.5742, loss: 39983.5586
INFO - ncsn_runner.py - 2024-04-10 15:22:23,336 - elapsed: 0:54:37.376, train time: 0.8323, mem: 1.513GB, GPUmem: 0.000GB, step: 400, lr: 0.000080, grad: 13493.9854, loss: 38690.5703
INFO - ncsn_runner.py - 2024-04-10 15:23:50,727 - elapsed: 0:56:04.767, train time: 0.8545, mem: 1.548GB, GPUmem: 0.000GB, step: 410, lr: 0.000082, grad: 17714.2070, loss: 38369.2969
INFO - ncsn_runner.py - 2024-04-10 15:25:14,556 - elapsed: 0:57:28.596, train time: 0.8760, mem: 1.501GB, GPUmem: 0.000GB, step: 420, lr: 0.000084, grad: 136122.0781, loss: 52453.3086
INFO - ncsn_runner.py - 2024-04-10 15:26:41,420 - elapsed: 0:58:55.401, train time: 0.8982, mem: 1.524GB, GPUmem: 0.000GB, step: 430, lr: 0.000086, grad: 18029.9688, loss: 36206.4531
INFO - ncsn_runner.py - 2024-04-10 15:28:07,159 - elapsed: 1:00:21.198, train time: 0.9197, mem: 1.540GB, GPUmem: 0.000GB, step: 440, lr: 0.000088, grad: 17616.7168, loss: 35641.2031
INFO - ncsn_runner.py - 2024-04-10 15:29:35,146 - elapsed: 1:01:49.187, train time: 0.9422, mem: 1.532GB, GPUmem: 0.000GB, step: 450, lr: 0.000090, grad: 232224.2031, loss: 46150.5547
INFO - ncsn_runner.py - 2024-04-10 15:31:01,950 - elapsed: 1:03:15.990, train time: 0.9645, mem: 1.511GB, GPUmem: 0.000GB, step: 460, lr: 0.000092, grad: 20079.2266, loss: 33866.4492
INFO - ncsn_runner.py - 2024-04-10 15:32:28,331 - elapsed: 1:04:42.370, train time: 0.9863, mem: 1.514GB, GPUmem: 0.000GB, step: 470, lr: 0.000094, grad: 15121.8818, loss: 33359.3125
INFO - ncsn_runner.py - 2024-04-10 15:34:09,316 - elapsed: 1:06:23.295, train time: 1.0115, mem: 1.528GB, GPUmem: 0.000GB, step: 480, lr: 0.000096, grad: 15600.6445, loss: 32661.2031
INFO - ncsn_runner.py - 2024-04-10 15:35:31,037 - elapsed: 1:07:45.077, train time: 1.0326, mem: 1.518GB, GPUmem: 0.000GB, step: 490, lr: 0.000098, grad: 19254.2109, loss: 31453.4004
INFO - ncsn_runner.py - 2024-04-10 15:36:56,356 - elapsed: 1:09:10.395, train time: 1.0542, mem: 1.510GB, GPUmem: 0.000GB, step: 500, lr: 0.000100, grad: 22530.2539, loss: 31086.9336
INFO - ncsn_runner.py - 2024-04-10 15:37:00,435 - elapsed: 1:09:14.475, step: 500, mem: 1.545GB, GPUmem: 0.000GB, test_loss: 56712.6641
INFO - ncsn_runner.py - 2024-04-10 15:38:36,452 - elapsed: 1:10:50.492, train time: 1.0789, mem: 1.528GB, GPUmem: 0.000GB, step: 510, lr: 0.000102, grad: 20075.7109, loss: 30704.8047
INFO - ncsn_runner.py - 2024-04-10 15:39:59,920 - elapsed: 1:12:13.907, train time: 1.1003, mem: 1.554GB, GPUmem: 0.000GB, step: 520, lr: 0.000104, grad: 25030.1875, loss: 29612.0566
INFO - ncsn_runner.py - 2024-04-10 15:41:26,759 - elapsed: 1:13:40.799, train time: 1.1223, mem: 1.533GB, GPUmem: 0.000GB, step: 530, lr: 0.000106, grad: 25056.0391, loss: 29171.2715
INFO - ncsn_runner.py - 2024-04-10 15:42:49,721 - elapsed: 1:15:03.761, train time: 1.1434, mem: 1.525GB, GPUmem: 0.000GB, step: 540, lr: 0.000108, grad: 19977.7324, loss: 28337.4062
INFO - ncsn_runner.py - 2024-04-10 15:44:10,159 - elapsed: 1:16:24.199, train time: 1.1643, mem: 1.532GB, GPUmem: 0.000GB, step: 550, lr: 0.000110, grad: 19178.8594, loss: 27662.7188
INFO - ncsn_runner.py - 2024-04-10 15:45:50,849 - elapsed: 1:18:04.888, train time: 1.1897, mem: 1.517GB, GPUmem: 0.000GB, step: 560, lr: 0.000112, grad: 19161.4980, loss: 26908.0527
INFO - ncsn_runner.py - 2024-04-10 15:47:14,316 - elapsed: 1:19:28.356, train time: 1.2109, mem: 1.484GB, GPUmem: 0.000GB, step: 570, lr: 0.000114, grad: 104322.0000, loss: 34463.3828
INFO - ncsn_runner.py - 2024-04-10 15:48:37,737 - elapsed: 1:20:51.777, train time: 1.2319, mem: 1.540GB, GPUmem: 0.000GB, step: 580, lr: 0.000116, grad: 96568.2500, loss: 30639.4727
INFO - ncsn_runner.py - 2024-04-10 15:49:58,660 - elapsed: 1:22:12.700, train time: 1.2524, mem: 1.521GB, GPUmem: 0.000GB, step: 590, lr: 0.000118, grad: 26816.9199, loss: 25089.4375
INFO - ncsn_runner.py - 2024-04-10 15:51:23,454 - elapsed: 1:23:37.494, train time: 1.2739, mem: 1.517GB, GPUmem: 0.000GB, step: 600, lr: 0.000120, grad: 26603.7344, loss: 24227.5508
INFO - ncsn_runner.py - 2024-04-10 15:52:48,754 - elapsed: 1:25:02.794, train time: 1.2959, mem: 1.517GB, GPUmem: 0.000GB, step: 610, lr: 0.000122, grad: 20937.9609, loss: 24139.3789
INFO - ncsn_runner.py - 2024-04-10 15:54:07,916 - elapsed: 1:26:21.902, train time: 1.3160, mem: 1.528GB, GPUmem: 0.000GB, step: 620, lr: 0.000124, grad: 34884.3125, loss: 24979.4570
INFO - ncsn_runner.py - 2024-04-10 15:55:28,941 - elapsed: 1:27:42.981, train time: 1.3367, mem: 1.531GB, GPUmem: 0.000GB, step: 630, lr: 0.000126, grad: 22026.3574, loss: 23080.8750
INFO - ncsn_runner.py - 2024-04-10 15:57:08,233 - elapsed: 1:29:22.273, train time: 1.3617, mem: 1.517GB, GPUmem: 0.000GB, step: 640, lr: 0.000128, grad: 28728.7871, loss: 22708.1680
INFO - ncsn_runner.py - 2024-04-10 15:58:29,846 - elapsed: 1:30:43.886, train time: 1.3822, mem: 1.529GB, GPUmem: 0.000GB, step: 650, lr: 0.000130, grad: 155979.8438, loss: 32563.8027
INFO - ncsn_runner.py - 2024-04-10 15:59:51,240 - elapsed: 1:32:05.280, train time: 1.4030, mem: 1.509GB, GPUmem: 0.000GB, step: 660, lr: 0.000132, grad: 16486.5293, loss: 21908.0176
INFO - ncsn_runner.py - 2024-04-10 16:01:16,723 - elapsed: 1:33:30.764, train time: 1.4249, mem: 1.520GB, GPUmem: 0.000GB, step: 670, lr: 0.000134, grad: 20703.8379, loss: 21231.8848
INFO - ncsn_runner.py - 2024-04-10 16:02:36,552 - elapsed: 1:34:50.593, train time: 1.4454, mem: 1.488GB, GPUmem: 0.000GB, step: 680, lr: 0.000136, grad: 26986.8555, loss: 22077.2656
INFO - ncsn_runner.py - 2024-04-10 16:04:00,437 - elapsed: 1:36:14.477, train time: 1.4668, mem: 1.528GB, GPUmem: 0.000GB, step: 690, lr: 0.000138, grad: 30085.4199, loss: 20501.3457
INFO - ncsn_runner.py - 2024-04-10 16:05:21,516 - elapsed: 1:37:35.507, train time: 1.4874, mem: 1.528GB, GPUmem: 0.000GB, step: 700, lr: 0.000140, grad: 24632.6621, loss: 19908.3652
INFO - ncsn_runner.py - 2024-04-10 16:06:44,927 - elapsed: 1:38:58.967, train time: 1.5088, mem: 1.528GB, GPUmem: 0.000GB, step: 710, lr: 0.000142, grad: 23878.1230, loss: 19614.7539
INFO - ncsn_runner.py - 2024-04-10 16:08:22,963 - elapsed: 1:40:37.003, train time: 1.5334, mem: 1.533GB, GPUmem: 0.000GB, step: 720, lr: 0.000144, grad: 25311.0977, loss: 19166.0508
INFO - ncsn_runner.py - 2024-04-10 16:09:44,858 - elapsed: 1:41:58.898, train time: 1.5544, mem: 1.509GB, GPUmem: 0.000GB, step: 730, lr: 0.000146, grad: 22864.8418, loss: 18489.2793
INFO - ncsn_runner.py - 2024-04-10 16:11:08,651 - elapsed: 1:43:22.691, train time: 1.5758, mem: 1.529GB, GPUmem: 0.000GB, step: 740, lr: 0.000148, grad: 25382.7285, loss: 18244.2207
INFO - ncsn_runner.py - 2024-04-10 16:12:30,620 - elapsed: 1:44:44.660, train time: 1.5967, mem: 1.514GB, GPUmem: 0.000GB, step: 750, lr: 0.000150, grad: 32359.8613, loss: 17799.8672
INFO - ncsn_runner.py - 2024-04-10 16:12:34,834 - elapsed: 1:44:48.874, step: 750, mem: 1.560GB, GPUmem: 0.000GB, test_loss: 55740.9531
INFO - ncsn_runner.py - 2024-04-10 16:14:09,317 - elapsed: 1:46:23.357, train time: 1.6207, mem: 1.529GB, GPUmem: 0.000GB, step: 760, lr: 0.000152, grad: 22600.9727, loss: 18044.5938
INFO - ncsn_runner.py - 2024-04-10 16:15:34,252 - elapsed: 1:47:48.292, train time: 1.6422, mem: 1.537GB, GPUmem: 0.000GB, step: 770, lr: 0.000154, grad: 128330.9297, loss: 22546.1641
INFO - ncsn_runner.py - 2024-04-10 16:16:56,648 - elapsed: 1:49:10.689, train time: 1.6633, mem: 1.532GB, GPUmem: 0.000GB, step: 780, lr: 0.000156, grad: 28913.7148, loss: 16594.1875
INFO - ncsn_runner.py - 2024-04-10 16:18:18,217 - elapsed: 1:50:32.257, train time: 1.6839, mem: 1.500GB, GPUmem: 0.000GB, step: 790, lr: 0.000158, grad: 174370.7344, loss: 39113.5430
INFO - ncsn_runner.py - 2024-04-10 16:19:56,054 - elapsed: 1:52:10.094, train time: 1.7086, mem: 1.541GB, GPUmem: 0.000GB, step: 800, lr: 0.000160, grad: 49047.5391, loss: 17202.3184
INFO - ncsn_runner.py - 2024-04-10 16:21:14,963 - elapsed: 1:53:29.003, train time: 1.7286, mem: 1.554GB, GPUmem: 0.000GB, step: 810, lr: 0.000162, grad: 38847.8398, loss: 15962.2354
INFO - ncsn_runner.py - 2024-04-10 16:22:40,459 - elapsed: 1:54:54.499, train time: 1.7504, mem: 1.525GB, GPUmem: 0.000GB, step: 820, lr: 0.000164, grad: 37439.6055, loss: 15489.4414
INFO - ncsn_runner.py - 2024-04-10 16:24:03,641 - elapsed: 1:56:17.681, train time: 1.7715, mem: 1.506GB, GPUmem: 0.000GB, step: 830, lr: 0.000166, grad: 27686.8359, loss: 15329.5371
INFO - ncsn_runner.py - 2024-04-10 16:25:27,061 - elapsed: 1:57:41.102, train time: 1.7928, mem: 1.556GB, GPUmem: 0.000GB, step: 840, lr: 0.000168, grad: 30410.0098, loss: 14734.0586
INFO - ncsn_runner.py - 2024-04-10 16:26:50,252 - elapsed: 1:59:04.292, train time: 1.8140, mem: 1.526GB, GPUmem: 0.000GB, step: 850, lr: 0.000170, grad: 34265.8594, loss: 14813.5576
INFO - ncsn_runner.py - 2024-04-10 16:28:13,447 - elapsed: 2:00:27.487, train time: 1.8351, mem: 1.525GB, GPUmem: 0.000GB, step: 860, lr: 0.000172, grad: 34514.5820, loss: 16078.9717
INFO - ncsn_runner.py - 2024-04-10 16:29:40,942 - elapsed: 2:01:54.982, train time: 1.8573, mem: 1.525GB, GPUmem: 0.000GB, step: 870, lr: 0.000174, grad: 36028.5078, loss: 14271.9004
INFO - ncsn_runner.py - 2024-04-10 16:31:10,660 - elapsed: 2:03:24.700, train time: 1.8798, mem: 1.564GB, GPUmem: 0.000GB, step: 880, lr: 0.000176, grad: 26499.4492, loss: 14192.4863
INFO - ncsn_runner.py - 2024-04-10 16:32:32,557 - elapsed: 2:04:46.597, train time: 1.9004, mem: 1.516GB, GPUmem: 0.000GB, step: 890, lr: 0.000178, grad: 103189.1484, loss: 19070.0332
INFO - ncsn_runner.py - 2024-04-10 16:33:50,839 - elapsed: 2:06:04.879, train time: 1.9202, mem: 1.532GB, GPUmem: 0.000GB, step: 900, lr: 0.000180, grad: 27453.6328, loss: 13368.4727
INFO - ncsn_runner.py - 2024-04-10 16:35:14,036 - elapsed: 2:07:28.077, train time: 1.9412, mem: 1.543GB, GPUmem: 0.000GB, step: 910, lr: 0.000182, grad: 30551.1133, loss: 13210.4316
INFO - ncsn_runner.py - 2024-04-10 16:36:34,638 - elapsed: 2:08:48.679, train time: 1.9615, mem: 1.508GB, GPUmem: 0.000GB, step: 920, lr: 0.000184, grad: 27508.7422, loss: 15038.1387
INFO - ncsn_runner.py - 2024-04-10 16:37:53,755 - elapsed: 2:10:07.796, train time: 1.9817, mem: 1.520GB, GPUmem: 0.000GB, step: 930, lr: 0.000186, grad: 22650.6582, loss: 12622.4014
INFO - ncsn_runner.py - 2024-04-10 16:39:16,246 - elapsed: 2:11:30.287, train time: 2.0026, mem: 1.533GB, GPUmem: 0.000GB, step: 940, lr: 0.000188, grad: 20959.8633, loss: 12279.8418
INFO - ncsn_runner.py - 2024-04-10 16:40:45,739 - elapsed: 2:12:59.778, train time: 2.0252, mem: 1.517GB, GPUmem: 0.000GB, step: 950, lr: 0.000190, grad: 49521.5312, loss: 15048.1406
INFO - ncsn_runner.py - 2024-04-10 16:42:10,259 - elapsed: 2:14:24.299, train time: 2.0466, mem: 1.533GB, GPUmem: 0.000GB, step: 960, lr: 0.000192, grad: 119249.5000, loss: 18523.2539
INFO - ncsn_runner.py - 2024-04-10 16:43:35,828 - elapsed: 2:15:49.868, train time: 2.0681, mem: 1.525GB, GPUmem: 0.000GB, step: 970, lr: 0.000194, grad: 36996.6836, loss: 11664.5186
INFO - ncsn_runner.py - 2024-04-10 16:44:59,323 - elapsed: 2:17:13.363, train time: 2.0892, mem: 1.548GB, GPUmem: 0.000GB, step: 980, lr: 0.000196, grad: 49883.1250, loss: 14212.9512
INFO - ncsn_runner.py - 2024-04-10 16:46:23,134 - elapsed: 2:18:37.175, train time: 2.1106, mem: 1.517GB, GPUmem: 0.000GB, step: 990, lr: 0.000198, grad: 33648.3203, loss: 12363.5088
INFO - ncsn_runner.py - 2024-04-10 16:47:47,851 - elapsed: 2:20:01.891, train time: 2.1322, mem: 1.548GB, GPUmem: 0.000GB, step: 1000, lr: 0.000200, grad: 61315.3125, loss: 11892.9580
INFO - ncsn_runner.py - 2024-04-10 16:47:48,453 - Saving checkpoint.pt in mcvd_V1/logs
INFO - ncsn_runner.py - 2024-04-10 16:47:58,045 - elapsed: 2:20:12.085, step: 1000, mem: 1.549GB, GPUmem: 0.000GB, test_loss: 39871.4531
INFO - ncsn_runner.py - 2024-04-10 16:47:58,090 - Saving images in mcvd_V1/logs/samples
INFO - ncsn_runner.py - 2024-04-10 16:49:51,652 - elapsed: 2:22:05.692, train time: 2.1549, mem: 1.526GB, GPUmem: 0.000GB, step: 1010, lr: 0.000200, grad: 25348.1836, loss: 10912.4170
INFO - ncsn_runner.py - 2024-04-10 16:51:13,048 - elapsed: 2:23:27.087, train time: 2.1754, mem: 1.526GB, GPUmem: 0.000GB, step: 1020, lr: 0.000200, grad: 28544.9160, loss: 10787.1885
INFO - ncsn_runner.py - 2024-04-10 16:52:51,049 - elapsed: 2:25:05.089, train time: 2.2001, mem: 1.541GB, GPUmem: 0.000GB, step: 1030, lr: 0.000200, grad: 18700.4121, loss: 10362.7090
INFO - ncsn_runner.py - 2024-04-10 16:54:18,643 - elapsed: 2:26:32.684, train time: 2.2222, mem: 1.531GB, GPUmem: 0.000GB, step: 1040, lr: 0.000200, grad: 34744.5312, loss: 11400.3555
INFO - ncsn_runner.py - 2024-04-10 16:55:37,968 - elapsed: 2:27:52.007, train time: 2.2424, mem: 1.578GB, GPUmem: 0.000GB, step: 1050, lr: 0.000200, grad: 297600.6875, loss: 28289.5664
INFO - ncsn_runner.py - 2024-04-10 16:57:05,046 - elapsed: 2:29:19.086, train time: 2.2645, mem: 1.550GB, GPUmem: 0.000GB, step: 1060, lr: 0.000200, grad: 20816.1270, loss: 9666.1992
